twitterID,followers,following,actions,isretweet,Type,tweetContentLength,hasURL,similarity,perCapWords
11328,0.0,0.0,0.0,0.0,Quality,5,0,0,0.0
11330,303.0,1131.0,76.0,0.0,Spam,27,1,0,0.0
11331,31829.0,12175.0,28497.0,0.0,Spam,9,1,0,0.0
11332,13115.0,6594.0,16449.0,0.0,Spam,12,1,0,8.333333333333332
11333,0.0,0.0,424.0,0.0,Quality,11,1,0,18.181818181818183
11334,12304.0,8724.0,12546.0,0.0,Spam,12,0,0,0.0
11335,32500.0,0.0,0.0,0.0,Quality,8,1,0,0.0
1134,49600.0,0.0,9.0,0.0,Quality,15,1,0,13.333333333333334
11340,1931.0,1349.0,3778.0,1.0,Spam,7,1,0,0.0
11342,13224.0,14084.0,42199.0,0.0,Spam,15,0,0,6.666666666666667
11345,12157.0,13322.0,14364.0,0.0,Spam,8,0,0,0.0
11348,0.0,0.0,0.0,0.0,Quality,21,1,0,9.523809523809524
1135,0.0,0.0,0.0,0.0,Quality,9,1,0,0.0
11351,0.0,0.0,0.0,0.0,Quality,15,1,0,40.0
11352,0.0,0.0,111.0,0.0,Quality,23,0,0,0.0
11353,0.0,0.0,0.0,0.0,Quality,4,1,0,0.0
11354,22747.0,19098.0,2373.0,0.0,Spam,12,1,0,0.0
11355,52.0,37.0,1025.0,0.0,Spam,13,0,0,7.6923076923076925
11356,0.0,0.0,0.0,0.0,Quality,4,0,0,50.0
11357,0.0,0.0,0.0,0.0,Quality,12,1,0,0.0
11359,3223.0,4189.0,7262.0,1.0,Spam,7,1,0,0.0
11360,13700.0,0.0,4.0,0.0,Quality,6,0,0,0.0
11362,895.0,814.0,1507.0,1.0,Spam,9,1,0,22.22222222222222
11366,90.0,1979.0,70.0,0.0,Spam,17,1,0,11.76470588235294
11367,13260.0,14298.0,24148.0,0.0,Spam,8,0,0,12.5
11368,0.0,0.0,398.0,0.0,Quality,12,0,0,0.0
11369,92.0,85.0,836.0,1.0,Spam,7,0,0,0.0
1137,861.0,562.0,5566.0,1.0,Spam,20,0,0,0.0
11370,3361.0,4262.0,18501.0,0.0,Spam,13,1,0,0.0
11371,2201.0,2869.0,1681.0,0.0,Spam,8,0,0,12.5
11374,38000.0,0.0,9.0,0.0,Quality,17,1,0,0.0
11375,12323.0,8753.0,9053.0,0.0,Spam,14,0,0,0.0
11376,2785.0,2296.0,35947.0,1.0,Spam,22,1,0,4.545454545454546
11377,17979.0,9303.0,8707.0,0.0,Spam,11,1,0,0.0
11378,391.0,789.0,1037.0,1.0,Spam,19,1,0,0.0
1138,100.0,74.0,1027.0,1.0,Spam,11,1,0,0.0
11381,1319.0,1044.0,1644.0,1.0,Spam,17,1,0,5.88235294117647
11383,783.0,702.0,4056.0,1.0,Spam,11,1,0,0.0
11385,893.0,2369.0,1680.0,1.0,Spam,6,0,0,16.666666666666664
11388,61723.0,10450.0,55188.0,0.0,Spam,13,1,0,0.0
11389,863.0,568.0,3912.0,1.0,Spam,8,1,0,0.0
11391,2784.0,2446.0,11819.0,1.0,Spam,18,1,0,0.0
11392,579.0,990.0,739.0,0.0,Spam,24,1,0,4.166666666666666
11393,58400.0,28100.0,142.0,0.0,Quality,2,1,0,0.0
11394,16079.0,6491.0,10557.0,0.0,Spam,12,1,0,0.0
11395,0.0,0.0,101.0,0.0,Quality,11,1,0,9.090909090909092
11396,3920.0,3236.0,575.0,0.0,Spam,5,0,0,0.0
114,33400.0,13500.0,4.0,0.0,Quality,15,1,0,20.0
11400,299.0,2938.0,541.0,0.0,Spam,12,1,0,0.0
11401,15266.0,5083.0,12561.0,0.0,Spam,11,1,0,0.0
11404,216000.0,0.0,51.0,0.0,Quality,20,1,0,5.0
11405,45300.0,0.0,2.0,0.0,Quality,2,1,0,0.0
11406,2441.0,249.0,152383.0,1.0,Spam,7,1,0,0.0
11408,17325.0,6065.0,6256.0,0.0,Spam,13,1,0,0.0
1141,14627.0,9815.0,13506.0,0.0,Spam,9,0,0,0.0
11410,318.0,687.0,868.0,1.0,Spam,18,1,0,5.555555555555555
11411,17423.0,5521.0,15011.0,0.0,Spam,8,1,0,0.0
11412,973.0,3908.0,399.0,0.0,Spam,15,1,0,20.0
11413,0.0,0.0,0.0,0.0,Quality,13,1,0,0.0
11414,199.0,633.0,802.0,1.0,Spam,16,1,0,18.75
11415,831.0,1147.0,2562.0,1.0,Spam,23,0,0,0.0
11419,349.0,1976.0,87.0,0.0,Spam,17,1,0,11.76470588235294
11420,0.0,0.0,0.0,0.0,Quality,1,1,0,0.0
11421,25411.0,7494.0,39663.0,0.0,Spam,11,1,0,0.0
11423,153.0,74.0,4385.0,1.0,Spam,8,0,0,0.0
11424,2410000.0,0.0,634.0,0.0,Quality,4,1,0,0.0
11426,780.0,734.0,5361.0,1.0,Spam,15,1,0,0.0
11427,0.0,0.0,0.0,0.0,Quality,22,1,0,0.0
11428,0.0,0.0,32.0,0.0,Quality,15,0,0,0.0
1143,961.0,1927.0,691.0,0.0,Spam,13,1,0,0.0
11430,13173.0,14488.0,7311.0,0.0,Spam,12,1,0,0.0
11431,0.0,0.0,0.0,0.0,Quality,4,1,0,25.0
11432,20300.0,0.0,22.0,0.0,Quality,5,1,0,0.0
11433,6414.0,5283.0,10372.0,0.0,Spam,8,1,0,0.0
11434,1391.0,2962.0,3683.0,0.0,Spam,12,1,0,16.666666666666664
11435,935.0,2006.0,1239.0,0.0,Spam,12,1,0,16.666666666666664
11436,0.0,0.0,0.0,0.0,Quality,15,0,0,0.0
11438,10121.0,6435.0,12222.0,1.0,Spam,12,1,0,0.0
1144,0.0,0.0,0.0,0.0,Quality,6,0,0,0.0
11444,77100.0,0.0,14.0,0.0,Quality,16,1,0,0.0
11446,17486.0,5279.0,23389.0,0.0,Spam,19,1,0,0.0
11447,0.0,0.0,0.0,0.0,Quality,7,0,0,0.0
11449,609.0,1301.0,5064.0,1.0,Spam,9,1,0,11.11111111111111
11450,0.0,0.0,0.0,0.0,Quality,4,1,0,0.0
11452,16724.0,7137.0,16832.0,0.0,Spam,9,1,0,11.11111111111111
11454,661000.0,0.0,141.0,0.0,Quality,21,0,0,0.0
11456,14275.0,9799.0,1873.0,0.0,Spam,7,0,0,14.285714285714285
11457,6.0,34.0,2774.0,0.0,Spam,23,1,0,4.3478260869565215
11459,1699.0,1757.0,4953.0,1.0,Spam,17,1,0,0.0
1146,0.0,0.0,0.0,0.0,Quality,20,1,0,90.0
11460,2694.0,2750.0,2983.0,1.0,Spam,25,1,0,8.0
11461,0.0,0.0,2.0,0.0,Spam,11,1,0,9.090909090909092
11462,16569.0,11316.0,37610.0,0.0,Spam,10,1,0,0.0
11464,13160.0,3274.0,15861.0,0.0,Spam,13,0,0,0.0
11465,777.0,2962.0,1123.0,0.0,Spam,16,1,0,12.5
11467,0.0,0.0,0.0,0.0,Quality,6,1,0,0.0
11468,13251.0,12259.0,20744.0,0.0,Spam,11,0,0,0.0
11469,587.0,798.0,1229.0,1.0,Spam,18,1,0,0.0
11470,22.0,40.0,22880.0,0.0,Spam,20,1,0,0.0
11472,1328.0,1565.0,1822.0,0.0,Spam,13,1,0,0.0
11473,439.0,1944.0,255.0,0.0,Spam,17,1,0,5.88235294117647
11474,12296.0,8648.0,18170.0,0.0,Spam,9,0,0,0.0
11475,19805.0,5300.0,20664.0,0.0,Spam,12,1,0,0.0
11476,1993.0,3415.0,2925.0,1.0,Spam,5,0,0,0.0
11477,12280.0,8580.0,26527.0,0.0,Spam,14,0,0,0.0
11478,154.0,0.0,9031.0,1.0,Spam,18,1,0,5.555555555555555
11479,0.0,0.0,52.0,0.0,Quality,29,0,0,3.4482758620689653
1148,540.0,2948.0,1579.0,0.0,Spam,29,0,0,3.4482758620689653
11480,0.0,0.0,34.0,0.0,Quality,25,0,0,4.0
11482,860.0,560.0,1367.0,0.0,Spam,9,1,0,22.22222222222222
11483,911.0,575.0,2097.0,1.0,Spam,12,1,0,0.0
11484,165.0,74.0,9482.0,1.0,Spam,16,1,0,0.0
11485,776.0,412.0,4405.0,1.0,Spam,15,0,0,0.0
11487,11280.0,10198.0,25367.0,0.0,Spam,12,0,0,0.0
11489,15997.0,9214.0,18097.0,0.0,Spam,9,1,0,0.0
1149,897.0,529.0,2195.0,1.0,Spam,6,1,0,0.0
11490,19958.0,11843.0,23012.0,0.0,Spam,11,1,0,0.0
11491,740.0,409.0,3654.0,1.0,Spam,23,1,0,0.0
11492,1510.0,2368.0,1365.0,0.0,Spam,16,1,0,6.25
11494,86800.0,25500.0,349.0,0.0,Quality,15,1,0,0.0
11495,1740.0,2005.0,3735.0,1.0,Spam,24,1,0,0.0
11496,2037.0,1481.0,4593.0,1.0,Spam,18,1,0,0.0
11497,108.0,1964.0,214.0,0.0,Spam,13,1,0,0.0
11498,910.0,2644.0,421.0,0.0,Spam,14,1,0,7.142857142857142
11499,0.0,0.0,0.0,0.0,Quality,10,0,0,0.0
11500,906.0,1802.0,1500.0,1.0,Spam,20,0,0,0.0
11501,1655.0,1875.0,4346.0,1.0,Spam,17,0,0,11.76470588235294
11502,2079.0,245.0,142130.0,1.0,Spam,10,1,0,20.0
11503,446.0,2175.0,1077.0,1.0,Spam,7,1,0,0.0
11504,0.0,0.0,0.0,0.0,Quality,16,1,0,0.0
11505,218.0,486.0,472.0,0.0,Spam,10,0,0,0.0
11506,836.0,897.0,1453.0,1.0,Spam,13,1,0,0.0
11507,795.0,2563.0,3347.0,0.0,Spam,18,1,0,5.555555555555555
11509,2589.0,2357.0,9505.0,1.0,Spam,16,1,0,25.0
1151,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
11511,1890.0,2316.0,3007.0,1.0,Spam,9,0,0,0.0
11513,16303.0,7084.0,20689.0,0.0,Spam,8,1,0,0.0
11516,10202.0,10059.0,1205.0,0.0,Spam,6,1,0,0.0
11517,0.0,0.0,1463.0,0.0,Quality,17,1,0,0.0
11518,19136.0,9802.0,18149.0,0.0,Spam,14,1,0,0.0
11519,1980.0,3153.0,4216.0,0.0,Spam,14,0,0,50.0
1152,102.0,180.0,1132.0,0.0,Spam,12,1,0,0.0
11520,0.0,0.0,0.0,0.0,Quality,12,0,0,83.33333333333334
11521,14878.0,5400.0,19628.0,0.0,Spam,9,1,0,0.0
11522,11881.0,3625.0,450.0,0.0,Spam,15,1,0,0.0
11525,0.0,0.0,0.0,0.0,Quality,15,1,0,6.666666666666667
11526,1161.0,2468.0,2096.0,0.0,Spam,13,1,0,0.0
11527,9097.0,8124.0,25682.0,1.0,Spam,7,0,0,0.0
11528,11200000.0,378000.0,1237.0,0.0,Quality,22,0,0,0.0
1153,159.0,551.0,410.0,1.0,Spam,17,1,0,0.0
11531,875.0,789.0,2844.0,1.0,Spam,17,1,0,0.0
11535,765.0,732.0,2346.0,1.0,Spam,26,0,0,15.384615384615385
11536,2871.0,2457.0,3667.0,0.0,Spam,8,0,0,0.0
1154,210.0,81.0,1240.0,1.0,Spam,10,1,0,0.0
11541,2752.0,4761.0,5472.0,0.0,Spam,13,1,0,0.0
11542,0.0,0.0,648.0,0.0,Quality,22,1,0,4.545454545454546
11543,12198.0,10146.0,13697.0,0.0,Spam,11,1,0,9.090909090909092
11544,2467.0,1931.0,16656.0,1.0,Spam,18,1,0,11.11111111111111
11546,0.0,0.0,6.0,1.0,Spam,12,1,0,8.333333333333332
11547,114.0,0.0,2550.0,1.0,Spam,6,0,0,0.0
11549,12960.0,8212.0,19190.0,0.0,Spam,9,0,0,11.11111111111111
1155,0.0,0.0,0.0,0.0,Quality,10,1,0,20.0
11553,1603.0,646.0,2348.0,0.0,Spam,8,1,0,12.5
11558,7723.0,6784.0,5471.0,1.0,Spam,11,1,0,9.090909090909092
11560,25413.0,7493.0,39173.0,0.0,Spam,8,1,0,0.0
11561,14659.0,11189.0,22460.0,0.0,Spam,11,0,0,0.0
11562,1115.0,1193.0,10792.0,0.0,Spam,12,1,0,16.666666666666664
11563,0.0,0.0,13.0,0.0,Quality,26,0,0,3.8461538461538463
11564,769.0,411.0,6128.0,1.0,Spam,18,0,0,0.0
11566,5744.0,6293.0,15678.0,1.0,Spam,10,0,0,0.0
11569,1884.0,1691.0,1652.0,0.0,Spam,5,0,0,0.0
1157,0.0,0.0,0.0,0.0,Quality,4,0,0,0.0
11570,991.0,819.0,4902.0,1.0,Spam,12,1,0,0.0
11572,2271.0,1536.0,5537.0,0.0,Spam,7,0,0,0.0
11573,4443.0,4568.0,5545.0,1.0,Spam,2,0,0,0.0
11574,16328.0,4700.0,25501.0,0.0,Spam,12,0,0,0.0
11575,0.0,0.0,0.0,0.0,Quality,12,0,0,8.333333333333332
11576,3752.0,3660.0,6372.0,1.0,Spam,16,0,0,0.0
11577,747.0,2944.0,3643.0,0.0,Spam,19,1,0,36.84210526315789
11578,7242.0,6498.0,16920.0,0.0,Spam,12,1,0,0.0
11579,2563.0,2240.0,10848.0,1.0,Spam,16,1,0,0.0
11581,0.0,0.0,88.0,0.0,Quality,7,1,0,0.0
11583,0.0,0.0,7.0,0.0,Quality,21,1,0,0.0
11584,1226.0,2927.0,795.0,0.0,Spam,12,1,0,16.666666666666664
11586,4.0,10.0,1266.0,0.0,Spam,16,1,0,18.75
11588,0.0,0.0,2.0,0.0,Quality,2,1,0,0.0
11589,1082.0,796.0,7635.0,1.0,Spam,8,1,0,0.0
1159,19363.0,18107.0,10105.0,0.0,Spam,9,0,0,0.0
11590,19647.0,7233.0,19770.0,0.0,Spam,9,1,0,0.0
11591,1574.0,1723.0,8074.0,0.0,Spam,15,1,0,26.666666666666668
11595,11100.0,0.0,0.0,0.0,Quality,19,1,0,0.0
11597,0.0,0.0,0.0,0.0,Quality,15,1,0,0.0
11599,294.0,549.0,1213.0,1.0,Spam,18,1,0,0.0
116,8398.0,9013.0,2255.0,0.0,Spam,13,1,0,7.6923076923076925
11602,0.0,0.0,0.0,0.0,Quality,13,1,0,0.0
11603,0.0,0.0,7.0,0.0,Quality,9,0,0,0.0
11604,22710.0,8822.0,26524.0,0.0,Spam,11,1,0,0.0
11605,893.0,4868.0,508.0,0.0,Spam,13,1,0,23.076923076923077
11606,14898.0,5304.0,17421.0,0.0,Spam,9,1,0,0.0
11610,918.0,2864.0,1627.0,0.0,Spam,13,1,0,0.0
11611,0.0,0.0,0.0,0.0,Quality,3,0,0,0.0
11614,2959.0,2492.0,3329.0,0.0,Spam,9,0,0,0.0
11616,0.0,0.0,9.0,0.0,Quality,3,1,0,0.0
11619,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
1162,475.0,547.0,5748.0,1.0,Spam,3,0,0,0.0
11620,937.0,805.0,4597.0,1.0,Spam,4,1,0,0.0
11621,22457.0,7680.0,25911.0,0.0,Spam,10,1,0,0.0
11622,1041.0,4690.0,2222.0,0.0,Spam,11,1,0,9.090909090909092
11623,2065.0,2501.0,4725.0,1.0,Spam,17,0,0,0.0
11624,25284.0,4263.0,45622.0,0.0,Spam,10,1,0,10.0
1163,4168.0,4644.0,435.0,0.0,Spam,10,1,0,0.0
11630,1131.0,1969.0,336.0,0.0,Spam,8,0,0,0.0
11631,0.0,0.0,0.0,0.0,Quality,12,1,0,0.0
11632,918.0,2864.0,1639.0,0.0,Spam,15,1,0,6.666666666666667
11633,0.0,0.0,11.0,0.0,Quality,6,0,0,0.0
11635,994.0,4958.0,2247.0,0.0,Spam,11,1,0,27.27272727272727
11637,0.0,0.0,35.0,0.0,Quality,4,0,0,0.0
11638,1717.0,2906.0,2045.0,0.0,Spam,15,1,0,6.666666666666667
1164,371.0,375.0,1375.0,0.0,Spam,21,1,0,19.047619047619047
11640,0.0,0.0,0.0,0.0,Quality,7,0,0,0.0
11641,0.0,0.0,0.0,0.0,Quality,14,1,0,7.142857142857142
11643,2024.0,2199.0,2136.0,1.0,Spam,5,0,0,0.0
11644,25945.0,19202.0,34817.0,0.0,Spam,14,0,0,0.0
11645,0.0,0.0,0.0,0.0,Quality,20,0,0,0.0
11647,16.0,4.0,1824.0,0.0,Spam,12,1,0,0.0
11648,15900.0,13900.0,0.0,0.0,Quality,5,1,0,0.0
11650,11286.0,10273.0,18923.0,0.0,Spam,10,0,0,0.0
11651,369000.0,0.0,290.0,0.0,Quality,14,1,0,0.0
11652,700.0,2563.0,2864.0,1.0,Spam,8,1,0,12.5
11654,914.0,861.0,1837.0,1.0,Spam,6,1,0,0.0
11655,806.0,893.0,5365.0,1.0,Spam,8,1,0,0.0
11658,13249.0,14126.0,39381.0,0.0,Spam,14,0,0,0.0
11659,12299.0,8606.0,22201.0,0.0,Spam,11,0,0,0.0
1166,2067.0,1864.0,4183.0,1.0,Spam,8,0,0,0.0
11660,13058.0,9272.0,11896.0,0.0,Spam,16,1,0,0.0
11662,1060000.0,0.0,1141.0,0.0,Quality,22,0,0,0.0
11663,13238.0,14222.0,30508.0,0.0,Spam,11,0,0,0.0
11664,21438.0,11655.0,50136.0,0.0,Spam,13,1,0,0.0
11665,14436.0,4732.0,14186.0,0.0,Spam,13,0,0,0.0
11666,0.0,22.0,6.0,1.0,Spam,7,1,0,0.0
11668,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
1167,60.0,75.0,16.0,0.0,Spam,6,0,0,0.0
11670,7560.0,5553.0,5880.0,0.0,Spam,20,1,0,0.0
11671,18950.0,8365.0,31410.0,0.0,Spam,10,1,0,0.0
11672,1984.0,4680.0,1432.0,0.0,Spam,14,1,0,7.142857142857142
11673,12803.0,5876.0,17648.0,0.0,Spam,12,0,0,8.333333333333332
11674,4.0,39.0,665.0,0.0,Spam,12,1,0,8.333333333333332
11675,12563.0,6667.0,11280.0,0.0,Spam,7,0,0,0.0
11677,182.0,310.0,9989.0,1.0,Spam,15,0,0,0.0
11678,4898.0,4077.0,2757.0,1.0,Spam,11,1,0,0.0
11683,17430.0,7604.0,40017.0,0.0,Spam,10,1,0,0.0
11684,15041.0,8891.0,17991.0,0.0,Spam,10,0,0,0.0
11686,22300.0,0.0,2.0,0.0,Quality,13,1,0,0.0
11690,19811.0,6925.0,45093.0,0.0,Spam,10,1,0,10.0
11692,2534.0,2222.0,12039.0,1.0,Spam,21,1,0,0.0
11693,0.0,0.0,0.0,0.0,Quality,2,0,0,0.0
11694,28129.0,21118.0,4616.0,0.0,Spam,14,1,0,7.142857142857142
11695,3251.0,2771.0,4204.0,1.0,Spam,15,0,0,0.0
11696,21903.0,19107.0,9400.0,1.0,Spam,11,0,0,0.0
11697,0.0,0.0,0.0,0.0,Quality,4,0,0,0.0
11698,868.0,1128.0,2259.0,1.0,Spam,16,1,0,6.25
11700,2.0,34.0,2019.0,1.0,Spam,11,1,0,9.090909090909092
11701,4602.0,3649.0,2340.0,0.0,Spam,19,1,0,0.0
11703,16577.0,5720.0,26178.0,0.0,Spam,7,0,0,0.0
11704,5665.0,4518.0,12048.0,0.0,Spam,11,1,0,0.0
11706,0.0,0.0,803.0,0.0,Quality,10,1,0,0.0
11708,142000.0,0.0,127.0,0.0,Quality,2,1,0,0.0
11709,3500000.0,0.0,954.0,0.0,Quality,11,1,0,0.0
1171,930.0,2968.0,6017.0,0.0,Spam,19,1,0,5.263157894736842
11710,13259.0,14185.0,33908.0,0.0,Spam,10,0,0,10.0
11711,611.0,1309.0,4815.0,1.0,Spam,18,0,0,0.0
11712,2667.0,4996.0,6364.0,0.0,Spam,13,0,0,7.6923076923076925
11714,13257.0,14191.0,33130.0,0.0,Spam,8,0,0,0.0
11716,3560.0,2968.0,6146.0,1.0,Spam,11,0,0,0.0
11717,387.0,606.0,14258.0,1.0,Spam,6,1,0,0.0
11718,18639.0,10321.0,29779.0,0.0,Spam,11,1,0,0.0
11719,7754.0,6701.0,22574.0,1.0,Spam,23,0,0,0.0
11720,14735.0,6594.0,15766.0,0.0,Spam,11,0,0,0.0
11721,116.0,0.0,3576.0,1.0,Spam,27,0,0,3.7037037037037033
11722,13220.0,14051.0,46557.0,0.0,Spam,14,0,0,0.0
11725,2244.0,464.0,1134.0,0.0,Spam,12,1,0,0.0
11729,17600.0,0.0,0.0,0.0,Quality,4,1,0,0.0
11730,17252.0,6372.0,27482.0,0.0,Spam,11,1,0,0.0
11731,414.0,594.0,1233.0,1.0,Spam,12,1,0,0.0
11732,16577.0,6184.0,10297.0,0.0,Spam,11,1,0,0.0
11734,4.0,29.0,640.0,0.0,Spam,20,1,0,10.0
11735,2271.0,2594.0,13303.0,1.0,Spam,18,0,0,11.11111111111111
11736,79400.0,64800.0,123.0,0.0,Quality,26,0,0,0.0
11737,923.0,834.0,7741.0,1.0,Spam,16,1,0,0.0
11738,19788.0,9412.0,13798.0,1.0,Spam,6,1,0,0.0
1174,1100.0,937.0,1739.0,1.0,Spam,22,0,0,18.181818181818183
11740,612.0,2965.0,845.0,0.0,Spam,18,1,0,22.22222222222222
11741,12300.0,8706.0,13918.0,0.0,Spam,10,0,0,0.0
11743,1919.0,2497.0,3648.0,1.0,Spam,9,0,0,0.0
11744,31000.0,0.0,6.0,0.0,Quality,13,1,0,7.6923076923076925
11746,0.0,0.0,0.0,0.0,Quality,19,1,0,0.0
11747,2684.0,2787.0,3903.0,1.0,Spam,20,0,0,0.0
11749,0.0,0.0,0.0,0.0,Quality,7,0,0,0.0
1175,0.0,0.0,2.0,0.0,Quality,9,0,0,0.0
11750,19900.0,4653.0,24208.0,0.0,Spam,10,0,0,0.0
11751,151.0,74.0,2373.0,1.0,Spam,7,0,0,0.0
11755,25494.0,17825.0,3103.0,0.0,Spam,24,1,0,8.333333333333332
11756,13325.0,7064.0,7465.0,0.0,Spam,9,0,0,0.0
11761,1807.0,1265.0,1682.0,1.0,Spam,9,1,0,22.22222222222222
11762,0.0,0.0,0.0,0.0,Quality,25,0,0,0.0
11765,10500.0,0.0,2.0,0.0,Quality,19,1,0,0.0
11766,6171.0,4215.0,4522.0,0.0,Spam,15,1,0,6.666666666666667
11767,1884.0,4747.0,580.0,0.0,Spam,13,1,0,23.076923076923077
11771,2066.0,2501.0,4706.0,1.0,Spam,22,0,0,4.545454545454546
11772,727.0,692.0,5888.0,1.0,Spam,17,0,0,0.0
11774,0.0,0.0,0.0,0.0,Quality,15,0,0,0.0
11776,8389.0,5269.0,16528.0,0.0,Spam,7,0,0,0.0
11778,0.0,0.0,0.0,0.0,Quality,23,0,0,0.0
11779,4.0,39.0,506.0,0.0,Spam,12,1,0,25.0
1178,13524.0,6143.0,16175.0,0.0,Spam,9,0,0,11.11111111111111
11780,1464.0,1033.0,17313.0,1.0,Spam,16,1,0,0.0
11781,0.0,0.0,0.0,0.0,Quality,5,0,0,0.0
11782,0.0,0.0,0.0,0.0,Quality,7,1,0,0.0
11783,2751.0,2317.0,30713.0,1.0,Spam,24,1,0,20.833333333333336
11784,0.0,0.0,0.0,0.0,Quality,11,1,0,0.0
11786,1008.0,933.0,4698.0,1.0,Spam,9,1,0,0.0
11787,0.0,0.0,0.0,0.0,Quality,9,1,0,0.0
11788,1631.0,1714.0,3135.0,1.0,Spam,16,1,0,0.0
11791,11464.0,4990.0,12188.0,0.0,Spam,11,0,0,0.0
11793,4098.0,3486.0,3821.0,0.0,Spam,7,0,0,0.0
11794,0.0,0.0,4.0,0.0,Quality,19,1,0,0.0
11796,16100.0,0.0,4.0,0.0,Quality,18,1,0,11.11111111111111
11797,215.0,565.0,987.0,0.0,Spam,7,0,0,0.0
11798,0.0,0.0,0.0,0.0,Quality,5,0,0,0.0
11799,427000.0,0.0,1684.0,0.0,Quality,8,1,0,0.0
118,0.0,0.0,0.0,0.0,Quality,5,1,0,0.0
1180,1456.0,1464.0,5476.0,1.0,Spam,14,1,0,7.142857142857142
11802,19693.0,13472.0,6992.0,1.0,Spam,9,1,0,0.0
11803,353.0,604.0,1090.0,1.0,Spam,13,1,0,0.0
11806,13700.0,0.0,29.0,0.0,Quality,21,1,0,4.761904761904762
11807,556.0,2914.0,10850.0,1.0,Spam,21,1,0,4.761904761904762
11808,264.0,669.0,749.0,0.0,Spam,11,0,0,0.0
11809,5.0,10.0,1663.0,0.0,Spam,12,1,0,25.0
1181,3031.0,3330.0,5416.0,0.0,Spam,18,1,0,0.0
11810,139.0,0.0,6427.0,1.0,Spam,15,0,0,0.0
11811,2022.0,2321.0,2534.0,1.0,Spam,10,0,0,0.0
11813,2267.0,2615.0,12004.0,1.0,Spam,26,1,0,0.0
11814,13243.0,14397.0,18091.0,0.0,Spam,11,0,0,0.0
11816,2308.0,2279.0,3046.0,1.0,Spam,13,1,0,0.0
11817,137.0,0.0,7147.0,1.0,Spam,12,0,0,0.0
11819,11783.0,8226.0,4789.0,0.0,Spam,11,0,0,0.0
11820,189.0,358.0,677.0,1.0,Spam,9,1,0,0.0
11824,2807.0,1946.0,4118.0,1.0,Spam,7,1,0,0.0
11827,10419.0,8376.0,12337.0,1.0,Spam,10,1,0,0.0
11828,707.0,298.0,12022.0,1.0,Spam,15,1,0,0.0
11829,0.0,0.0,0.0,0.0,Quality,6,1,0,0.0
1183,1254.0,2967.0,3472.0,0.0,Spam,9,1,0,11.11111111111111
11830,19738.0,7347.0,20194.0,0.0,Spam,10,1,0,10.0
11831,10854.0,5438.0,9718.0,0.0,Spam,12,1,0,0.0
11834,25363.0,5171.0,42960.0,0.0,Spam,8,1,0,0.0
11837,57.0,65.0,759.0,0.0,Spam,13,0,0,0.0
11838,359000.0,0.0,221.0,0.0,Quality,22,0,0,18.181818181818183
1184,13120.0,14256.0,6567.0,0.0,Spam,12,0,0,8.333333333333332
11840,0.0,0.0,96.0,0.0,Quality,6,1,0,0.0
11841,0.0,0.0,0.0,0.0,Quality,5,1,0,0.0
11842,0.0,0.0,0.0,0.0,Quality,6,1,0,16.666666666666664
11843,3029.0,2330.0,3570.0,1.0,Spam,15,1,0,0.0
11846,959.0,2963.0,1241.0,1.0,Spam,8,1,0,25.0
11848,0.0,0.0,0.0,0.0,Quality,10,1,0,0.0
1185,1250000.0,0.0,395.0,0.0,Quality,22,0,0,0.0
11850,15260.0,5084.0,12519.0,0.0,Spam,14,1,0,0.0
11852,0.0,0.0,0.0,0.0,Quality,13,1,0,0.0
11854,4518.0,3259.0,3152.0,0.0,Spam,11,0,0,0.0
11856,19269.0,8695.0,8965.0,0.0,Spam,11,1,0,9.090909090909092
11857,17740.0,4451.0,17472.0,0.0,Spam,10,1,0,0.0
11861,12736.0,3859.0,16558.0,0.0,Spam,8,0,0,0.0
11862,542000.0,0.0,1284.0,0.0,Quality,17,0,0,0.0
11864,0.0,0.0,0.0,0.0,Quality,6,1,0,0.0
11866,0.0,0.0,0.0,0.0,Quality,6,1,0,0.0
11868,22199.0,5231.0,12879.0,0.0,Spam,10,0,0,0.0
11869,0.0,0.0,0.0,0.0,Quality,7,1,0,0.0
1187,29638.0,18187.0,25858.0,0.0,Spam,9,0,0,0.0
11871,4.0,39.0,414.0,0.0,Spam,12,1,0,0.0
11872,0.0,0.0,11.0,0.0,Quality,27,0,0,0.0
11873,0.0,0.0,0.0,0.0,Quality,17,1,0,0.0
11874,0.0,0.0,0.0,0.0,Quality,14,1,0,0.0
11876,75.0,63.0,409.0,1.0,Spam,10,0,0,0.0
11878,1100000.0,0.0,497.0,0.0,Quality,21,0,0,4.761904761904762
11879,0.0,0.0,0.0,0.0,Quality,5,1,0,0.0
1188,0.0,0.0,0.0,0.0,Quality,15,1,0,0.0
11880,42600.0,47700.0,0.0,0.0,Quality,10,1,0,0.0
11881,16860.0,5134.0,31304.0,0.0,Spam,12,1,0,0.0
11882,3345.0,3692.0,3212.0,1.0,Spam,26,1,0,3.8461538461538463
11883,439.0,228.0,1650.0,1.0,Spam,19,1,0,0.0
11884,14472.0,10967.0,2268.0,0.0,Spam,5,0,0,0.0
11886,6406.0,5282.0,10306.0,0.0,Spam,7,1,0,0.0
11887,23002.0,6558.0,7618.0,0.0,Spam,11,1,0,9.090909090909092
